part_id,part_abs_freq,type
part_8589989473,2,Part
part_8589951421,3,Part
part_8589971832,1,Consumable
part_8590071304,1,Part
part_8590042314,2,Consumable
part_8590082931,1,Consumable
part_8590002071,2,Consumable
part_8590046435,3,Consumable
part_8589959365,1,Consumable
part_8590025733,2,Consumable
part_8589972150,2,Consumable
part_8590008101,3,Consumable
part_8589955653,6,Consumable
part_8589960869,6,Consumable
part_8589963978,41,Consumable
part_8590002130,3,Part
part_8590061672,4,Part
part_8590133050,12,Part
part_8589961182,3,Part
part_8589966729,1,Part
part_8590005282,8,Part
part_8589936897,12,Part
part_8590030268,3,Consumable
part_8589979654,1,Part
part_8590185270,1,Part
part_8589936002,33,Part
part_8590278175,1,Part
part_8590057607,1,Part
part_8590130585,1,Part
part_8589975155,4,Consumable
part_8590032062,1,Part
part_8590077140,2,Consumable
part_8589974970,6,Part
part_8589978563,1,Consumable
part_8589972287,1,Consumable
part_8590015018,2,Consumable
part_8589996103,1,Consumable
part_8590006503,2,Consumable
part_8590054613,2,Consumable
part_8590069587,2,Consumable
part_8590026937,1,Part
part_8589983585,2,Consumable
part_8590031561,2,Consumable
part_8590074472,2,Consumable
part_8590259089,1,Consumable
part_8590064278,7,Consumable
part_8590112828,5,Part
part_8590235471,1,Consumable
part_8589954835,4,Consumable
part_8590012251,3,Consumable
part_8589940717,22,Consumable
part_8590252392,2,Consumable
part_8590210581,1,Consumable
part_8589986241,1,Consumable
part_8590066276,2,Part
part_8589976908,22,Consumable
part_8589942529,48,Part
part_8590011010,2,Consumable
part_8590078489,1,Consumable
part_8590069701,1,Consumable
part_8590000301,2,Part
part_8590165937,1,Consumable
part_8590173598,1,Consumable
part_8590017181,4,Consumable
part_8590042517,3,Consumable
part_8589938327,16,Consumable
part_8589952968,6,Consumable
part_8589977004,5,Consumable
part_8590017945,2,Consumable
part_8589977187,1,Consumable
part_8589976822,1,Consumable
part_8590002207,1,Part
part_8590045650,1,Consumable
part_8590047315,1,Consumable
part_8590047349,3,Consumable
part_8590047343,3,Consumable
part_8589972282,2,Consumable
part_8590033838,3,Part
part_8590033841,1,Part
part_8589946348,2,Consumable
part_8590006515,2,Consumable
part_8589997657,2,Part
part_8589955431,1,Consumable
part_8590273076,1,Consumable
part_8590038614,1,Consumable
part_8590037000,1,Consumable
part_8590037001,1,Consumable
part_8590007583,2,Part
part_8590054629,1,Consumable
part_8590028910,2,Consumable
part_8590069623,1,Consumable
part_8590023773,2,Consumable
part_8590059866,1,Consumable
part_8590267613,1,Consumable
part_8590069678,1,Consumable
part_8590069777,1,Consumable
part_8590075143,1,Consumable
part_8590011681,2,Consumable
part_8590011677,2,Consumable
part_8590038105,2,Consumable
part_8590032012,1,Consumable
part_8590038107,3,Consumable
part_8590011682,2,Consumable
part_8590069656,1,Part
part_8590055684,2,Consumable
part_8590135408,1,Part
part_8590069620,1,Consumable
part_8590069636,1,Part
part_8589993090,1,Consumable
part_8589978402,2,Consumable
part_8589960065,4,Part
part_8590019841,2,Consumable
part_8589936075,1,Consumable
part_8589993077,1,Consumable
part_8589940740,7,Part
part_8589946079,1,Part
part_8590045760,1,Consumable
part_8590000765,1,Consumable
part_8590211013,2,Consumable
part_8590010846,2,Part
part_8589954881,11,Consumable
part_8590019251,10,Consumable
part_8590016854,2,Consumable
part_8590028966,2,Consumable
part_8590074702,1,Consumable
part_8590054695,2,Consumable
part_8590011926,3,Consumable
part_8590020450,2,Part
part_8590064399,1,Consumable
part_8590011394,1,Consumable
part_8589946017,1,Consumable
part_8589946026,1,Consumable
part_8589946028,1,Consumable
part_8589946016,1,Consumable
part_8590031371,2,Consumable
part_8589972307,2,Consumable
part_8589972224,2,Consumable
part_8590031372,3,Consumable
part_8589972298,1,Consumable
part_8590016703,6,Consumable
part_8590007115,1,Part
part_8589950496,1,Part
part_8590108531,1,Part
part_8589968384,1,Part
part_8590069681,1,Part
part_8590054638,1,Part
part_8589956018,5,Consumable
part_8590069635,2,Consumable
part_8590023750,4,Consumable
part_8590054691,1,Part
part_8589972313,1,Consumable
part_8590038763,1,Consumable
part_8590000253,3,Consumable
part_8589961369,1,Consumable
part_8590152704,2,Part
part_8590069700,1,Consumable
part_8590000018,2,Consumable
part_8589941178,1,Consumable
part_8590054692,1,Consumable
part_8590089308,1,Consumable
part_8589992148,3,Consumable
part_8590056592,5,Part
part_8589965663,2,Consumable
part_8589997698,1,Consumable
part_8590012266,3,Consumable
part_8590022719,1,Part
part_8590022792,1,Consumable
part_8589972678,2,Consumable
part_8590081376,1,Part
part_8590058969,1,Part
part_8590066379,1,Part
part_8590081835,1,Part
part_8590058974,1,Part
part_8590081840,1,Part
part_8590058985,1,Part
part_8590086854,1,Consumable
part_8589940236,3,Consumable
part_8589939076,43,Part
part_8589991425,6,Consumable
part_8589952998,12,Part
part_8590138093,3,Part
part_8589948592,1,Part
part_8589955230,2,Consumable
part_8589943456,6,Consumable
part_8590053263,1,Part
part_8589992659,6,Part
part_8589935856,44,Consumable
part_8589935143,19,Consumable
part_8589935146,151,Consumable
part_8589946765,7,Consumable
part_8590011686,4,Consumable
part_8590011685,4,Consumable
part_8590011558,2,Consumable
part_8590054615,1,Consumable
part_8590047888,1,Part
part_8590023752,1,Consumable
part_8590016709,7,Consumable
part_8590016708,4,Consumable
part_8590107906,1,Consumable
part_8589941359,4,Part
part_8590240674,1,Consumable
part_8590088048,2,Consumable
part_8590174638,5,Part
part_8590104940,1,Consumable
part_8590239823,1,Consumable
part_8589936076,13,Consumable
part_8590033385,1,Consumable
part_8590020329,1,Consumable
part_8590070181,1,Consumable
part_8590084568,1,Consumable
part_8589967592,1,Part
part_8590183960,2,Consumable
part_8590094255,4,Consumable
part_8589984724,4,Consumable
part_8590236274,1,Consumable
part_8589965621,5,Consumable
part_8589949867,137,Consumable
part_8589947480,2,Consumable
part_8589953025,7,Consumable
part_8589935743,9,Consumable
part_8590104032,1,Consumable
part_8590223243,4,Consumable
part_8590065261,1,Part
part_8589943235,18,Part
part_8590150048,1,Part
part_8589949162,7,Consumable
part_8590064588,1,Consumable
part_8589936279,3,Consumable
part_8589958357,1,Consumable
part_8590177762,1,Part
part_8590001017,5,Consumable
part_8590091715,18,Consumable
part_8590117076,1,Consumable
part_8589951389,22,Part
part_8589996124,7,Part
part_8590026378,2,Consumable
part_8589968731,2,Consumable
part_8589943472,2,Consumable
part_8590045612,2,Consumable
part_8590049329,1,Consumable
part_8590037905,1,Consumable
part_8590008991,1,Consumable
part_8590075766,1,Consumable
part_8590031312,3,Part
part_8590021180,1,Consumable
part_8590072054,1,Consumable
part_8590153878,1,Consumable
part_8589967422,1,Part
part_8589935736,1,Part
part_8589944650,1,Part
part_8590030271,2,Consumable
part_8589957671,1,Consumable
part_8590000309,2,Consumable
part_8589939561,27,Part
part_8590008984,5,Part
part_8590130190,1,Part
part_8589978431,4,Part
part_8590169106,2,Part
part_8589934677,12,Part
part_8590248161,4,Consumable
part_8590021857,1,Consumable
part_8590079692,4,Consumable
part_8589950102,50,Consumable
part_8590250436,2,Consumable
part_8590093164,2,Part
part_8590106474,3,Part
part_8589973275,3,Consumable
part_8589953408,38,Consumable
part_8589953411,35,Consumable
part_8589971296,6,Consumable
part_8590076081,1,Non-aircraft material
part_8590111088,1,Consumable
part_8589969394,3,Consumable
part_8590188706,3,Consumable
part_8589947768,1,Non-aircraft material
part_8590044003,7,Part
part_8589938823,87,Part
part_8589986224,1,Consumable
part_8589986225,1,Consumable
part_8590036973,4,Part
part_8589949598,27,Part
part_8590038551,18,Consumable
part_8589940189,3,Part
part_8590227982,2,Non-aircraft material
part_8590227999,2,Non-aircraft material
part_8589934968,3,Consumable
part_8590233823,1,Consumable
part_8589963998,5,Part
part_8589963999,5,Part
part_8589963996,5,Part
part_8590026538,7,Consumable
part_8590091283,3,Part
part_8589959270,18,Consumable
part_8590109836,8,Part
part_8590207305,5,Part
part_8589946898,25,Consumable
part_8590073791,1,Part
part_8590120936,2,Consumable
part_8589985902,1,Consumable
part_8590104358,3,Consumable
part_8590104232,1,Consumable
part_8590077343,2,Consumable
part_8589990191,5,Consumable
part_8589995701,1,Consumable
part_8589966635,4,Consumable
part_8589937400,48,Consumable
part_8590091988,1,Consumable
part_8590073555,1,Consumable
part_8590096271,1,Consumable
part_8590136045,1,Consumable
part_8590202331,2,Consumable
part_8590262623,2,Consumable
part_8590118284,1,Consumable
part_8590074258,6,Consumable
part_8590187118,1,Consumable
part_8590244814,1,Consumable
part_8590264390,2,Consumable
part_8589998575,2,Consumable
part_8590105764,3,Consumable
part_8589950895,1,Consumable
part_8589943803,1,Consumable
part_8589957947,15,Consumable
part_8589950307,1,Consumable
part_8590079237,1,Consumable
part_8589954109,3,Consumable
part_8590142961,1,Consumable
part_8590268030,1,Consumable
part_8590266056,1,Consumable
part_8590079292,1,Consumable
part_8590138002,2,Consumable
part_8590204284,1,Consumable
part_8589939476,94,Consumable
part_8590057214,8,Consumable
part_8590202760,4,Consumable
part_8589949996,7,Consumable
part_8590176330,3,Consumable
part_8590032554,2,Consumable
part_8589942128,2,Consumable
part_8589974468,1,Consumable
part_8590188675,1,Consumable
part_8589981649,6,Consumable
part_8590211430,1,Consumable
part_8589946724,33,Consumable
part_8590280087,1,Consumable
part_8589960743,2,Consumable
part_8590268761,1,Consumable
part_8589979232,4,Part
part_8590173403,3,Consumable
part_8590080161,1,Consumable
part_8589948531,1,Part
part_8589935548,1,Consumable
part_8589934668,23,Consumable
part_8590207013,1,Consumable
part_8589945991,15,Consumable
part_8589978734,6,Consumable
part_8590178370,1,Consumable
part_8590266473,2,Consumable
part_8590204198,2,Consumable
part_8590102134,4,Consumable
part_8590094157,1,Consumable
part_8590160715,5,Consumable
part_8590182122,2,Consumable
part_8590274955,1,Consumable
part_8590204209,3,Consumable
part_8590256604,2,Consumable
part_8590203666,1,Consumable
part_8590072804,6,Consumable
part_8590032551,2,Consumable
part_8589934806,10,Raw material
part_8590014245,6,Consumable
part_8590102636,1,Consumable
part_8590058563,6,Consumable
part_8590070807,1,Consumable
part_8590107035,7,Consumable
part_8589957657,7,Consumable
part_8590034405,5,Part
part_8590064937,2,Consumable
part_8590217924,1,Consumable
part_8589979675,1,Part
part_8589952975,3,Part
part_8590070547,1,Consumable
part_8589998232,2,Consumable
part_8590049079,1,Consumable
part_8589937307,4,Part
part_8590045584,1,Consumable
part_8589985345,2,Consumable
part_8590056979,1,Consumable
part_8590011384,1,Consumable
part_8590016289,4,Consumable
part_8589955512,1,Consumable
part_8590211929,1,Consumable
part_8589951819,4,Consumable
part_8590045994,2,Consumable
part_8589936562,4,Consumable
part_8589959622,1,Consumable
part_8590128035,1,Consumable
part_8589968390,8,Part
part_8590200212,1,Consumable
part_8589940928,128,Consumable
part_8590088627,2,Consumable
part_8590126822,1,Consumable
part_8590182227,8,Consumable
part_8589935943,30,Consumable
part_8589964851,22,Consumable
part_8589972073,7,Consumable
part_8589975493,1,Consumable
part_8589940789,43,Consumable
part_8589996508,16,Consumable
part_8589959474,4,Consumable
part_8589935760,26,Consumable
part_8589989352,11,Consumable
part_8590191124,1,Consumable
part_8590140996,1,Consumable
part_8589970090,22,Consumable
part_8590002671,4,Consumable
part_8589936061,60,Consumable
part_8589968667,12,Consumable
part_8589934823,40,Consumable
part_8590119327,1,Consumable
part_8590003544,2,Consumable
part_8589938390,99,Consumable
part_8590063138,4,Consumable
part_8590027034,1,Consumable
part_8590003039,2,Consumable
part_8590015087,3,Consumable
part_8589980720,48,Consumable
part_8590149280,3,Consumable
part_8590200108,1,Consumable
part_8589936982,11,Consumable
part_8590015450,8,Consumable
part_8589945648,10,Consumable
part_8590026931,6,Consumable
part_8590262415,1,Consumable
part_8590155917,2,Consumable
part_8589980016,1,Consumable
part_8590046019,4,Consumable
part_8590093617,3,Consumable
part_8590141408,1,Consumable
part_8589989684,1,Consumable
part_8590058095,1,Consumable
part_8590156198,1,Consumable
part_8590189707,1,Consumable
part_8590144556,1,Consumable
part_8590076787,3,Consumable
part_8589987436,7,Consumable
part_8589935790,158,Consumable
part_8589947673,2,Consumable
part_8589945019,2,Consumable
part_8590003518,2,Consumable
part_8590219086,1,Consumable
part_8589942738,2,Consumable
part_8590279684,1,Consumable
part_8589983306,15,Consumable
part_8590233615,2,Consumable
part_8589940738,66,Consumable
part_8590144878,1,Consumable
part_8590248271,2,Consumable
part_8589937564,41,Consumable
part_8589975777,27,Consumable
part_8589936209,11,Consumable
part_8590048821,1,Consumable
part_8590217741,1,Consumable
part_8590038795,3,Consumable
part_8590056160,6,Consumable
part_8590117532,2,Consumable
part_8589962612,39,Consumable
part_8589956193,31,Consumable
part_8589958856,12,Part
part_8590075333,1,Part
part_8589941360,7,Part
part_8590029648,5,Consumable
part_8589949709,11,Consumable
part_8590002087,86,Consumable
part_8590070718,4,Consumable
part_8589944800,20,Consumable
part_8589997217,24,Part
part_8589988203,2,Part
part_8589945017,3,Part
part_8589984938,12,Part
part_8590273376,6,Consumable
part_8590276806,1,Consumable
part_8589999366,6,Consumable
part_8590020872,3,Consumable
part_8589999365,4,Consumable
part_8589978345,1,Consumable
part_8589935138,18,Consumable
part_8590073463,1,Consumable
part_8590107319,1,Consumable
part_8589979770,5,Consumable
part_8590207539,1,Consumable
part_8589979791,9,Consumable
part_8589985118,4,Part
part_8590137655,2,Consumable
part_8590015980,6,Consumable
part_8589956183,6,Part
part_8590233305,1,Consumable
part_8589936232,71,Consumable
part_8590117504,2,Consumable
part_8589996973,1,Consumable
part_8590171008,2,Consumable
part_8590177042,1,Consumable
part_8590227822,3,Consumable
part_8589936825,161,Consumable
part_8590124909,2,Consumable
part_8590130519,2,Consumable
part_8590039588,64,Consumable
part_8590092462,28,Consumable
part_8589965378,23,Consumable
part_8589935128,1159,Consumable
part_8589957434,3,Consumable
part_8589941806,38,Consumable
part_8589940777,13,Consumable
part_8590062578,4,Consumable
part_8589936727,24,Consumable
part_8590107782,4,Consumable
part_8590024686,1,Consumable
part_8589953911,17,Part
part_8590113718,10,Part
part_8590088663,7,Consumable
part_8590126067,3,Part
part_8589940977,33,Part
part_8589949594,43,Consumable
part_8589976826,8,Consumable
part_8590011503,1,Part
part_8589966611,4,Part
part_8590218221,3,Consumable
part_8590273371,1,Consumable
part_8589940771,4,Consumable
part_8590149781,1,Consumable
part_8589941849,16,Consumable
part_8590277931,1,Consumable
part_8590005489,3,Consumable
part_8590004693,1,Consumable
part_8590001222,12,Consumable
part_8589995957,2,Consumable
part_8590052212,3,Consumable
part_8589949058,18,Consumable
part_8589935016,313,Consumable
part_8589938019,9,Consumable
part_8590026995,1,Consumable
part_8589944042,3,Part
part_8589943538,1,Consumable
part_8590003044,13,Consumable
part_8589938365,15,Consumable
part_8589935730,7,Consumable
part_8590076347,7,Consumable
part_8590107795,3,Consumable
part_8590071861,3,Consumable
part_8589985227,1,Consumable
part_8589978037,1,Consumable
part_8589934821,25,Consumable
part_8589942154,17,Consumable
part_8589952844,3,Consumable
part_8589967834,8,Consumable
part_8590231551,1,Consumable
part_8590061169,1,Consumable
part_8590151248,10,Consumable
part_8590088872,2,Consumable
part_8590105355,10,Consumable
part_8589954883,3,Consumable
part_8589938229,103,Consumable
part_8589938748,28,Consumable
part_8590062858,4,Consumable
part_8590035906,11,Consumable
part_8589936545,127,Consumable
part_8590027526,7,Consumable
part_8590137709,1,Consumable
part_8589977369,4,Consumable
part_8589969361,37,Consumable
part_8590000385,20,Consumable
part_8590044903,2,Consumable
part_8589947831,11,Consumable
part_8589959472,23,Consumable
part_8590036688,2,Consumable
part_8589999101,13,Consumable
part_8590001558,1,Consumable
part_8589962655,2,Consumable
part_8589935729,1,Consumable
part_8589944816,12,Consumable
part_8590107769,4,Consumable
part_8590029858,2,Consumable
part_8590034805,2,Part
part_8590280433,2,Part
part_8590003670,5,Consumable
part_8590003672,17,Consumable
part_8589949621,15,Consumable
part_8590129908,2,Consumable
part_8589946674,13,Consumable
part_8589953391,2,Consumable
part_8590047761,3,Consumable
part_8589974868,8,Consumable
part_8589984808,1,Consumable
part_8589944542,3,Consumable
part_8589936388,46,Consumable
part_8589994993,4,Consumable
part_8590215238,1,Consumable
part_8589975047,11,Consumable
part_8590242853,1,Consumable
part_8590029683,47,Consumable
part_8589950564,15,Consumable
part_8590015754,2,Consumable
part_8590011648,3,Consumable
part_8589968554,1,Consumable
part_8589953516,25,Consumable
part_8590271036,2,Consumable
part_8589934621,53,Consumable
part_8590264754,1,Consumable
part_8590195175,1,Consumable
part_8589993313,16,Consumable
part_8589947548,87,Consumable
part_8589936539,11,Consumable
part_8589995223,1,Consumable
part_8589961071,1,Consumable
part_8589945544,5,Consumable
part_8589945288,42,Consumable
part_8589945287,51,Consumable
part_8589983713,13,Consumable
part_8589945724,46,Consumable
part_8589948404,18,Consumable
part_8590267409,1,Consumable
part_8589996109,5,Consumable
part_8590094575,2,Consumable
part_8589955191,3,Part
part_8589965947,2,Consumable
part_8589942090,7,Consumable
part_8589944676,3,Consumable
part_8589956326,16,Consumable
part_8590004780,9,Consumable
part_8589934742,52,Consumable
part_8589934745,105,Consumable
part_8590102665,2,Consumable
part_8590206813,2,Consumable
part_8589969199,2,Consumable
part_8590248087,1,Consumable
part_8589951090,2,Consumable
part_8589968556,1,Consumable
part_8589949328,10,Consumable
part_8590258200,2,Consumable
part_8589941606,21,Consumable
part_8590212536,2,Consumable
part_8590077393,3,Consumable
part_8589942511,2,Part
part_8590018994,1,Consumable
part_8589951629,25,Consumable
part_8590044749,1,Consumable
part_8590096459,3,Consumable
part_8590248492,1,Consumable
part_8590200123,2,Consumable
part_8590248493,1,Consumable
part_8589957338,2,Consumable
part_8589935625,50,Consumable
part_8590052851,2,Consumable
part_8589948761,2,Consumable
part_8589975431,23,Consumable
part_8590229358,2,Consumable
part_8590099296,2,Consumable
part_8589993428,6,Consumable
part_8589975235,7,Consumable
part_8589990005,9,Consumable
part_8590119223,1,Consumable
part_8590186908,3,Consumable
part_8590027290,1,Consumable
part_8590148097,1,Consumable
part_8590021982,7,Consumable
part_8589942921,1,Consumable
part_8590021891,1,Consumable
part_8590108617,1,Consumable
part_8590030179,1,Consumable
part_8590019053,5,Consumable
part_8590000768,6,Consumable
part_8590011661,1,Consumable
part_8589965018,2,Consumable
part_8589950313,1,Consumable
part_8589956160,7,Consumable
part_8590179899,3,Consumable
part_8590016057,18,Consumable
part_8589963912,3,Consumable
part_8589941418,1,Consumable
part_8590227190,2,Consumable
part_8590247426,2,Part
part_8589939987,1,Consumable
part_8589945718,13,Consumable
part_8589987641,13,Consumable
part_8589965374,4,Consumable
part_8590026173,4,Consumable
part_8590025841,3,Consumable
part_8589975920,4,Consumable
part_8589950329,12,Consumable
part_8590014458,2,Consumable
part_8589943063,6,Consumable
part_8590209447,4,Consumable
part_8589991110,21,Consumable
part_8590093083,1,Consumable
part_8590172353,10,Consumable
part_8589949243,1,Consumable
part_8590115569,1,Consumable
part_8589949356,10,Consumable
part_8589952774,3,Non-aircraft material
part_8589965551,21,Consumable
part_8590247046,1,Non-aircraft material
part_8590134855,1,Non-aircraft material
part_8590232828,1,Non-aircraft material
part_8590118632,1,Part
part_8590181801,5,Consumable
part_8589943503,34,Part
part_8589950202,29,Consumable
part_8590203534,2,Consumable
part_8589979806,7,Consumable
part_8589954127,3,Consumable
part_8589958153,3,Consumable
part_8590040564,1,Consumable
part_8589954887,8,Consumable
part_8590031402,1,Consumable
part_8590032331,5,Consumable
part_8590002379,1,Consumable
part_8589943736,2,Consumable
part_8590021752,11,Consumable
part_8590040722,1,Consumable
part_8590035782,2,Consumable
part_8590029059,8,Consumable
part_8590030555,3,Consumable
part_8590015727,3,Consumable
part_8589972288,5,Consumable
part_8590022032,3,Consumable
part_8590022057,1,Consumable
part_8589943537,1,Consumable
part_8590022051,1,Consumable
part_8590022255,2,Consumable
part_8590021821,4,Consumable
part_8589960931,6,Consumable
part_8590071934,1,Consumable
part_8590104793,4,Consumable
part_8589950236,17,Part
part_8589976280,1,Consumable
part_8589955233,2,Consumable
part_8589945378,50,Consumable
part_8589949962,22,Consumable
part_8589943421,67,Consumable
part_8589937657,10,Part
part_8589988769,6,Part
part_8590149605,1,Consumable
part_8589993058,2,Consumable
part_8590227996,1,Part
part_8590035214,5,Consumable
part_8590049535,6,Part
part_8589937390,1,Consumable
part_8590261659,1,Consumable
part_8590266785,1,Consumable
part_8590053098,1,Consumable
part_8590172900,1,Consumable
part_8589996880,1,Consumable
part_8590032939,2,Consumable
part_8589945438,3,Consumable
part_8589954448,1,Consumable
part_8590036323,1,Consumable
part_8589937841,33,Consumable
part_8589937840,48,Part
part_8589943196,8,Consumable
part_8590051540,5,Consumable
part_8589976434,11,Consumable
part_8589943191,6,Consumable
part_8589943179,6,Consumable
part_8589945830,2,Consumable
part_8590269076,2,Consumable
part_8590045168,2,Consumable
part_8590189068,6,Consumable
part_8589935885,277,Consumable
part_8589998939,9,Consumable
part_8590021474,2,Consumable
part_8590086091,3,Consumable
part_8589963461,3,Consumable
part_8590223569,1,Consumable
part_8590089430,2,Consumable
part_8589938912,173,Non-aircraft material
part_8590207041,1,Consumable
part_8589936245,102,Consumable
part_8589936879,8,Consumable
part_8590241787,3,Consumable
part_8590012840,2,Consumable
part_8590071313,1,Consumable
part_8590058117,1,Consumable
part_8589938269,5,Consumable
part_8590229065,2,Consumable
part_8590047843,2,Consumable
part_8590201654,3,Consumable
part_8590244287,4,Part
part_8590156510,3,Part
part_8589945364,16,Part
part_8590083019,2,Part
part_8589972739,5,Part
part_8589938595,14,Part
part_8590071431,2,Part
part_8589935839,61,Part
part_8589934913,41,Part
part_8590166729,9,Part
part_8590088285,2,Part
part_8590153169,4,Part
part_8589950688,1,Consumable
part_8590037434,4,Part
part_8589945315,28,Part
part_8590071468,1,Part
part_8590078534,4,Part
part_8590253030,1,Part
part_8589959480,9,Part
part_8590186026,4,Part
part_8589936846,9,Part
part_8589936557,25,Part
part_8590071146,49,Part
part_8590173888,1,Part
part_8590063099,3,Part
part_8589935490,1094,Part
part_8589939332,12,Part
part_8589935442,26,Consumable
part_8589963593,2,Part
part_8589988516,1,Consumable
part_8590039284,1,Consumable
part_8590032220,57,Part
part_8589937956,37,Consumable
part_8589950930,37,Consumable
part_8590011662,4,Consumable
part_8589935782,621,Consumable
part_8589935765,630,Consumable
part_8590000875,1,Consumable
part_8590019311,3,Consumable
part_8589975989,19,Consumable
part_8590007125,6,Consumable
part_8589964051,7,Part
part_8590025954,17,Consumable
part_8590228091,1,Non-aircraft material
part_8589935251,7,Consumable
part_8589977493,3,Non-aircraft material
part_8589979181,4,Non-aircraft material
part_8589966992,4,Non-aircraft material
part_8589979183,4,Non-aircraft material
part_8590054622,1,Consumable
part_8590117827,1,Consumable
part_8590060303,2,Consumable
part_8590212553,1,Part
part_8590108489,1,Consumable
part_8590028033,9,Consumable
part_8590023718,1,Consumable
part_8589957838,43,Consumable
part_8589943994,2,Part
part_8589994364,3,Consumable
part_8589944209,8,Consumable
part_8590211012,1,Consumable
part_8590025870,1,Consumable
part_8589936440,263,Consumable
part_8589952665,4,Consumable
part_8589986122,3,Consumable
part_8589945995,1,Consumable
part_8590282260,1,Raw material
part_8590028013,4,Consumable
part_8590062319,1,Consumable
part_8590275696,1,Consumable
part_8589935083,412,Consumable
part_8589938342,15,Consumable
part_8589951150,3,Consumable
part_8590158170,7,Consumable
part_8589940033,19,Non-aircraft material
part_8589940035,62,Consumable
part_8589975397,1,Consumable
part_8589990198,6,Consumable
part_8590025672,2,Consumable
part_8590012734,10,Consumable
part_8589945813,18,Consumable
part_8589993682,3,Consumable
part_8590159554,1,Consumable
part_8589940563,6,Consumable
part_8590141896,2,Consumable
part_8589954940,4,Consumable
part_8589989363,7,Consumable
part_8590030144,2,Consumable
part_8589945799,7,Consumable
part_8590033106,7,Consumable
part_8589945259,10,Consumable
part_8589942883,25,Consumable
part_8589936211,40,Consumable
part_8589966778,2,Consumable
part_8589989617,11,Consumable
part_8590077263,1,Consumable
part_8589960161,11,Consumable
part_8590037919,5,Consumable
part_8590037925,6,Consumable
part_8590032925,9,Consumable
part_8590019408,2,Consumable
part_8590159074,1,Consumable
part_8589940703,8,Consumable
part_8590005537,1,Consumable
part_8590180517,2,Consumable
part_8589993667,9,Consumable
part_8589939591,14,Consumable
part_8590060482,1,Consumable
part_8590029513,2,Consumable
part_8590092881,2,Consumable
part_8589935697,61,Consumable
part_8589940954,14,Consumable
part_8589938123,8,Consumable
part_8589938450,17,Consumable
part_8589944222,5,Consumable
part_8590213574,4,Consumable
part_8590020565,1,Consumable
part_8590017454,3,Consumable
part_8589939111,56,Consumable
part_8589945074,42,Consumable
part_8589963067,13,Consumable
part_8589936462,52,Consumable
part_8589956198,5,Consumable
part_8590114566,1,Consumable
part_8589966161,2,Consumable
part_8589966159,5,Consumable
part_8590154003,1,Consumable
part_8590080112,2,Consumable
part_8590022931,2,Consumable
part_8589986771,6,Consumable
part_8589969762,9,Consumable
part_8589938451,8,Consumable
part_8590196898,1,Consumable
part_8589937240,11,Consumable
part_8589974813,9,Consumable
part_8590002622,2,Consumable
part_8589939108,7,Consumable
part_8589955726,13,Consumable
part_8590085413,1,Consumable
part_8589954389,2,Consumable
part_8590229730,1,Consumable
part_8589938205,1,Consumable
part_8590062841,5,Consumable
part_8590032865,4,Consumable
part_8590091527,1,Consumable
part_8590007963,2,Consumable
part_8590012428,1,Consumable
part_8589966747,10,Consumable
part_8590118612,1,Part
part_8590026006,1,Part
part_8589966370,6,Part
part_8590170594,1,Part
part_8589971396,1,Consumable
part_8590023788,9,Part
part_8590224029,1,Consumable
part_8590061642,1,Consumable
part_8590105067,1,Consumable
part_8589997135,1,Consumable
part_8589936333,11,Consumable
part_8590098836,2,Consumable
part_8590164034,1,Consumable
part_8590281106,1,Part
part_8590281103,1,Part
part_8589984916,14,Consumable
part_8590198290,4,Part
part_8590044145,1,Consumable
part_8589943947,7,Consumable
part_8590208388,1,Consumable
part_8590249664,1,Consumable
part_8590045259,1,Consumable
part_8590107452,1,Consumable
part_8590073558,1,Consumable
part_8590093211,2,Consumable
part_8589943948,5,Consumable
part_8590232347,1,Consumable
part_8590197094,1,Consumable
part_8590017687,11,Consumable
part_8590117804,2,Consumable
part_8589983200,17,Consumable
part_8589957228,4,Consumable
part_8589961325,9,Consumable
part_8590023710,6,Consumable
part_8590000101,3,Consumable
part_8590023709,3,Consumable
part_8590045248,1,Consumable
part_8590045241,1,Consumable
part_8590045243,1,Consumable
part_8589993294,2,Consumable
part_8589983990,1,Consumable
part_8589993109,1,Consumable
part_8590242563,1,Consumable
part_8590242562,1,Consumable
part_8590242565,1,Consumable
part_8590197086,1,Consumable
part_8589976703,1,Consumable
part_8590230605,1,Consumable
part_8590016275,1,Consumable
part_8590033209,2,Consumable
part_8589983986,1,Consumable
part_8589983956,1,Consumable
part_8589983993,1,Consumable
part_8589983989,1,Consumable
part_8589984003,1,Consumable
part_8589984004,1,Consumable
part_8589979561,1,Consumable
part_8590236083,1,Consumable
part_8589993238,5,Consumable
part_8589947861,11,Consumable
part_8590051170,1,Consumable
part_8589979550,2,Consumable
part_8590204373,1,Consumable
part_8590244797,1,Consumable
part_8590019677,4,Consumable
part_8590019673,3,Consumable
part_8590151462,5,Consumable
part_8589954189,22,Part
part_8589976336,4,Part
part_8589945895,7,Consumable
part_8590096364,2,Consumable
part_8590162186,3,Consumable
part_8590164525,1,Consumable
part_8589946276,35,Consumable
part_8590032562,4,Consumable
part_8590115634,1,Consumable
part_8590105432,1,Consumable
part_8589956028,1,Consumable
part_8589975156,1,Consumable
part_8590001540,1,Consumable
part_8589940812,35,Consumable
part_8590058362,2,Consumable
part_8590037289,1,Consumable
part_8590018968,1,Consumable
part_8589975455,1,Consumable
